@relation trainingset

@attribute age numeric
@attribute job {JobCat6,JobCat9,JobCat11,JobCat10,JobCat4,JobCat1,JobCat2,JobCat7,JobCat3,JobCat8,JobCat5,unknown}
@attribute marital {married,single,divorced}
@attribute education {tertiary,secondary,unknown,primary,low}
@attribute gender {m,f}
@attribute incumbent {yes,no}
@attribute profile {low,med,high}
@attribute party {SF,FG,NP,FF,PBP,Renu,SDP,LAB}
@attribute outcome {eliminated,elected}

@data
59,JobCat11,married,secondary,m,no,low,PBP,eliminated
36,JobCat11,married,tertiary,m,no,low,PBP,eliminated
32,JobCat9,single,tertiary,m,yes,low,PBP,eliminated
30,JobCat9,single,tertiary,m,yes,low,FF,eliminated
37,JobCat9,divorced,secondary,m,yes,med,FF,eliminated
59,JobCat2,married,secondary,m,yes,med,FF,eliminated
54,JobCat2,married,secondary,m,yes,med,FF,eliminated
32,JobCat3,married,secondary,m,yes,med,FF,eliminated
58,JobCat6,divorced,tertiary,m,yes,med,FF,eliminated
49,JobCat11,married,secondary,m,yes,med,FF,eliminated
37,JobCat9,married,secondary,m,yes,med,FF,eliminated
48,JobCat7,married,secondary,m,yes,med,FF,eliminated
36,JobCat3,married,unknown,m,yes,med,FF,eliminated
46,JobCat8,married,secondary,m,yes,med,FF,eliminated
33,JobCat8,married,tertiary,m,yes,med,FF,eliminated
33,JobCat6,single,tertiary,m,yes,med,FF,eliminated
30,JobCat11,married,tertiary,m,yes,med,FF,eliminated
28,JobCat6,single,tertiary,m,yes,med,FF,eliminated
53,JobCat3,married,primary,m,yes,med,FF,eliminated
40,JobCat6,married,primary,m,yes,med,FF,eliminated
57,JobCat6,married,tertiary,m,yes,med,FF,eliminated
35,JobCat6,married,tertiary,m,yes,med,FF,eliminated
36,JobCat9,married,secondary,m,yes,med,FF,eliminated
54,JobCat2,married,primary,m,yes,med,FF,eliminated
22,JobCat7,single,secondary,m,yes,med,FF,eliminated
29,JobCat7,single,secondary,m,yes,med,FF,eliminated
36,JobCat9,married,secondary,m,yes,med,FF,eliminated
56,JobCat2,married,secondary,m,no,med,FF,eliminated
37,JobCat6,married,secondary,m,yes,med,FF,eliminated
26,JobCat9,single,tertiary,m,yes,med,FF,eliminated
55,JobCat3,divorced,secondary,m,yes,med,FF,eliminated
49,JobCat9,married,tertiary,m,yes,low,FF,elected
48,JobCat11,married,primary,m,yes,med,FF,eliminated
41,JobCat8,married,secondary,m,yes,med,FF,eliminated
50,JobCat6,married,tertiary,m,yes,med,FF,eliminated
35,JobCat6,married,primary,m,yes,med,FF,eliminated
54,JobCat4,divorced,unknown,m,yes,low,FF,eliminated
32,JobCat9,single,secondary,m,yes,low,FF,elected
33,JobCat3,married,secondary,m,yes,med,FF,eliminated
31,JobCat9,single,tertiary,m,yes,med,FF,eliminated
30,JobCat7,married,secondary,m,no,med,FF,eliminated
45,JobCat3,married,secondary,m,yes,med,FF,eliminated
44,JobCat6,married,secondary,m,yes,med,FF,eliminated
28,JobCat9,single,secondary,m,yes,med,FF,eliminated
44,JobCat3,married,secondary,m,yes,med,FF,eliminated
40,JobCat3,married,primary,m,yes,med,FF,eliminated
35,JobCat11,married,secondary,m,yes,low,FF,elected
42,JobCat3,married,primary,m,yes,med,FF,eliminated
46,JobCat11,single,secondary,m,yes,med,FF,eliminated
31,JobCat11,single,secondary,m,yes,low,FF,eliminated
43,JobCat3,married,secondary,m,yes,med,FF,eliminated
31,JobCat6,married,tertiary,m,yes,med,FF,eliminated
34,JobCat3,single,secondary,m,yes,med,FF,eliminated
29,JobCat6,married,secondary,m,yes,med,FF,eliminated
31,JobCat3,single,secondary,m,yes,med,FF,eliminated
53,JobCat3,divorced,secondary,m,yes,med,FF,eliminated
33,JobCat4,married,tertiary,m,yes,med,FF,eliminated
41,JobCat7,married,secondary,m,yes,med,FF,eliminated
37,JobCat3,single,primary,m,yes,low,FF,elected
48,JobCat7,married,secondary,m,yes,med,FF,eliminated
31,JobCat3,married,primary,m,yes,med,FF,eliminated
43,JobCat9,single,secondary,m,yes,med,FF,eliminated
22,JobCat11,single,secondary,m,no,med,FF,eliminated
49,JobCat4,divorced,tertiary,m,yes,med,FF,eliminated
34,JobCat7,married,secondary,m,yes,med,FF,eliminated
44,JobCat10,married,secondary,m,yes,med,FF,eliminated
36,JobCat3,married,secondary,m,yes,low,FF,eliminated
33,JobCat3,married,secondary,m,yes,med,FF,eliminated
35,JobCat11,single,secondary,m,yes,med,FF,eliminated
33,JobCat9,single,tertiary,m,yes,med,FF,eliminated
30,JobCat9,married,secondary,m,yes,med,FF,eliminated
36,JobCat9,married,tertiary,m,no,low,FF,elected
40,JobCat4,married,tertiary,m,yes,med,FF,eliminated
30,JobCat9,married,secondary,m,yes,med,FF,eliminated
44,JobCat11,married,secondary,m,yes,med,FF,eliminated
33,JobCat6,married,tertiary,m,yes,med,FF,eliminated
37,JobCat7,married,secondary,m,yes,med,FF,eliminated
36,JobCat3,single,secondary,m,yes,med,FF,eliminated
35,JobCat7,single,secondary,m,yes,med,FF,eliminated
58,JobCat2,divorced,tertiary,m,no,med,FF,eliminated
36,JobCat3,married,secondary,m,yes,med,FF,eliminated
31,JobCat3,married,primary,m,yes,med,FF,eliminated
57,JobCat3,married,secondary,m,yes,med,FF,eliminated
51,JobCat3,divorced,primary,m,yes,med,FF,eliminated
42,JobCat9,married,unknown,m,yes,med,FF,eliminated
37,JobCat9,married,secondary,m,yes,med,FF,eliminated
42,JobCat6,married,tertiary,m,no,med,FF,eliminated
30,JobCat11,married,secondary,m,yes,med,FF,eliminated
32,JobCat10,married,secondary,m,yes,med,FF,eliminated
33,JobCat11,married,secondary,m,yes,med,FF,eliminated
51,JobCat3,married,primary,m,yes,med,FF,eliminated
43,JobCat6,married,unknown,m,no,med,FF,eliminated
42,JobCat4,married,secondary,m,yes,med,FF,eliminated
40,JobCat6,divorced,tertiary,m,yes,med,FF,eliminated
43,JobCat3,married,secondary,m,yes,med,FF,eliminated
55,JobCat8,married,secondary,m,no,low,FF,eliminated
41,JobCat3,married,primary,m,yes,med,FF,eliminated
40,JobCat3,married,secondary,m,yes,med,FF,eliminated
32,JobCat4,married,secondary,m,yes,med,FF,eliminated
32,JobCat7,married,secondary,m,yes,med,FF,eliminated
32,JobCat11,married,tertiary,m,yes,med,FF,eliminated
33,JobCat4,married,tertiary,m,yes,med,FF,eliminated
34,JobCat9,married,secondary,m,yes,med,FF,eliminated
37,JobCat9,married,tertiary,m,yes,med,FF,eliminated
42,JobCat4,married,tertiary,m,yes,med,FF,eliminated
45,JobCat3,married,secondary,m,yes,med,FF,eliminated
32,JobCat11,married,secondary,m,yes,med,FF,eliminated
52,JobCat3,married,secondary,m,yes,med,FF,eliminated
45,JobCat11,single,secondary,m,yes,med,FF,eliminated
49,JobCat3,single,secondary,m,yes,med,FF,eliminated
29,JobCat6,married,tertiary,m,yes,med,FF,eliminated
36,JobCat11,divorced,secondary,m,yes,med,FF,eliminated
43,JobCat3,married,primary,m,yes,med,FF,eliminated
36,JobCat3,married,secondary,m,yes,med,FF,eliminated
42,JobCat3,married,primary,m,yes,med,FF,eliminated
33,JobCat3,married,secondary,m,yes,med,FF,eliminated
44,JobCat7,married,secondary,m,yes,med,FF,eliminated
41,JobCat6,married,tertiary,m,no,med,FF,eliminated
31,JobCat6,married,tertiary,m,yes,med,FF,eliminated
29,JobCat3,single,secondary,m,yes,med,FF,eliminated
31,JobCat11,single,secondary,m,yes,med,FF,eliminated
35,JobCat9,married,secondary,m,yes,med,FF,eliminated
54,JobCat11,married,secondary,m,yes,low,FF,eliminated
25,JobCat8,married,tertiary,m,yes,med,FF,eliminated
32,JobCat3,single,secondary,m,yes,med,FF,eliminated
43,JobCat3,married,primary,m,yes,med,FF,eliminated
34,JobCat3,married,secondary,m,no,med,FF,eliminated
57,JobCat7,divorced,unknown,m,yes,med,FF,eliminated
52,JobCat6,married,tertiary,m,yes,med,FF,eliminated
33,JobCat11,married,secondary,m,yes,med,FF,eliminated
43,JobCat7,married,primary,m,yes,low,FF,eliminated
30,JobCat7,married,secondary,m,yes,med,FF,eliminated
31,JobCat6,single,tertiary,m,yes,med,FF,eliminated
53,JobCat8,divorced,secondary,m,yes,med,FF,eliminated
30,JobCat9,married,secondary,m,yes,med,FF,eliminated
29,JobCat3,married,secondary,m,yes,med,FF,eliminated
50,JobCat8,married,tertiary,m,yes,med,FF,eliminated
27,JobCat6,married,tertiary,m,no,med,FF,eliminated
36,JobCat9,single,secondary,m,no,med,FF,eliminated
30,JobCat6,single,tertiary,m,yes,med,FF,eliminated
50,JobCat7,married,secondary,m,yes,med,FF,eliminated
44,JobCat3,married,primary,m,yes,med,FF,eliminated
36,JobCat6,single,tertiary,m,yes,med,FF,eliminated
32,JobCat9,single,secondary,m,yes,med,FF,eliminated
32,JobCat9,single,tertiary,m,yes,low,FF,elected
37,JobCat9,married,secondary,m,yes,med,FF,eliminated
30,JobCat8,single,secondary,m,yes,med,FF,eliminated
27,JobCat3,single,secondary,m,yes,med,FF,eliminated
31,JobCat1,single,tertiary,m,yes,med,FF,eliminated
33,JobCat6,single,tertiary,m,yes,med,FF,eliminated
30,JobCat9,single,secondary,m,yes,med,FF,eliminated
41,JobCat11,married,secondary,m,yes,med,FF,eliminated
32,JobCat9,single,secondary,m,yes,med,FF,eliminated
42,JobCat3,married,unknown,m,yes,med,FF,eliminated
37,JobCat3,married,primary,m,yes,med,FF,eliminated
29,JobCat9,single,tertiary,m,yes,med,FF,eliminated
34,JobCat3,divorced,secondary,m,yes,med,FF,eliminated
58,JobCat3,married,secondary,m,yes,med,FF,eliminated
31,JobCat3,married,primary,m,yes,med,FF,eliminated
29,JobCat3,married,secondary,m,yes,med,FF,eliminated
36,JobCat7,divorced,secondary,m,yes,med,FF,eliminated
35,JobCat9,divorced,tertiary,m,yes,med,FF,eliminated
37,JobCat7,divorced,secondary,m,yes,med,FF,eliminated
33,JobCat9,married,secondary,m,yes,med,FF,eliminated
23,JobCat3,single,unknown,m,yes,med,FF,eliminated
54,JobCat1,married,secondary,m,yes,med,FF,eliminated
31,JobCat8,single,tertiary,m,yes,med,FF,eliminated
37,JobCat6,married,tertiary,m,yes,med,FF,eliminated
47,JobCat4,married,secondary,m,yes,low,FF,eliminated
48,JobCat7,married,secondary,m,yes,med,FF,eliminated
46,JobCat7,married,secondary,m,yes,med,FF,eliminated
31,JobCat6,married,tertiary,m,yes,med,FF,eliminated
28,JobCat3,single,secondary,m,yes,med,FF,eliminated
30,JobCat3,single,primary,m,yes,med,FF,eliminated
28,JobCat11,married,tertiary,m,yes,med,FF,eliminated
29,JobCat3,single,secondary,m,yes,med,FF,eliminated
40,JobCat9,married,primary,m,yes,med,FF,eliminated
36,JobCat3,divorced,secondary,m,yes,med,FF,eliminated
28,JobCat11,single,secondary,m,yes,med,FF,eliminated
54,JobCat3,married,primary,m,yes,low,FF,eliminated
36,JobCat11,married,secondary,m,yes,med,FF,eliminated
34,JobCat6,single,tertiary,m,yes,med,FF,eliminated
34,JobCat3,single,primary,m,yes,med,FF,eliminated
34,JobCat9,single,tertiary,m,yes,low,FF,elected
35,JobCat3,married,secondary,m,yes,med,FF,eliminated
29,JobCat6,single,tertiary,m,yes,med,FF,eliminated
44,JobCat6,divorced,tertiary,m,yes,med,FF,eliminated
42,JobCat3,married,primary,m,yes,med,FF,eliminated
42,JobCat7,married,secondary,m,yes,low,FF,eliminated
30,JobCat6,single,secondary,m,yes,med,FF,eliminated
36,JobCat9,married,secondary,m,yes,med,FF,eliminated
30,JobCat7,married,secondary,m,yes,low,FF,eliminated
53,JobCat11,married,secondary,m,yes,med,FF,eliminated
41,JobCat3,married,primary,m,yes,med,FF,eliminated
33,JobCat6,divorced,secondary,m,yes,med,FF,eliminated
29,JobCat11,married,secondary,m,yes,low,FF,elected
42,JobCat9,divorced,secondary,m,yes,med,FF,eliminated
45,JobCat3,married,primary,m,yes,med,FF,eliminated
42,JobCat11,single,secondary,m,yes,med,FF,eliminated
30,JobCat9,single,tertiary,m,yes,med,FF,eliminated
40,JobCat3,married,secondary,m,yes,med,FF,eliminated
53,JobCat6,married,tertiary,m,yes,med,FF,eliminated
32,JobCat6,single,tertiary,m,yes,med,FF,eliminated
30,JobCat6,single,tertiary,m,yes,med,FF,eliminated
32,JobCat11,married,secondary,m,yes,med,FF,eliminated
35,JobCat3,married,secondary,m,yes,med,FF,eliminated
54,JobCat3,single,secondary,m,yes,med,FF,eliminated
29,JobCat11,married,secondary,m,yes,med,FF,eliminated
31,JobCat7,single,secondary,m,yes,med,FF,eliminated
32,JobCat7,single,secondary,m,yes,med,FF,eliminated
52,JobCat6,married,primary,m,yes,med,FF,eliminated
34,JobCat7,married,secondary,m,yes,med,FF,eliminated
31,JobCat4,married,secondary,m,yes,med,FF,eliminated
31,JobCat3,married,secondary,m,yes,med,FF,eliminated
34,JobCat3,married,primary,m,yes,med,FF,eliminated
35,JobCat3,single,secondary,m,yes,med,FF,eliminated
32,JobCat7,married,secondary,m,no,med,FF,eliminated
52,JobCat3,married,secondary,m,yes,low,FF,eliminated
29,JobCat7,married,secondary,m,yes,med,FF,eliminated
26,JobCat3,single,secondary,m,yes,med,FF,eliminated
30,JobCat6,divorced,tertiary,m,yes,low,FF,elected
32,JobCat3,married,primary,m,yes,med,FF,eliminated
29,JobCat11,single,secondary,m,yes,low,FF,elected
54,JobCat3,married,primary,m,yes,med,FF,eliminated
34,JobCat7,divorced,secondary,m,yes,med,FF,eliminated
55,JobCat3,single,primary,m,yes,med,FF,eliminated
33,JobCat7,married,secondary,m,yes,med,FF,eliminated
36,JobCat6,married,tertiary,m,yes,med,FF,eliminated
32,JobCat6,married,tertiary,m,yes,med,FF,eliminated
41,JobCat11,married,secondary,m,yes,med,FF,eliminated
45,JobCat9,divorced,secondary,m,yes,med,FF,eliminated
28,JobCat9,married,secondary,m,yes,med,FF,eliminated
30,JobCat8,married,primary,m,yes,med,FF,eliminated
35,JobCat9,married,secondary,m,yes,med,FF,eliminated
32,JobCat11,married,secondary,m,no,med,FF,eliminated
35,JobCat6,married,tertiary,m,yes,med,FF,eliminated
35,JobCat3,married,unknown,m,yes,med,FF,eliminated
31,JobCat9,divorced,secondary,m,yes,med,FF,eliminated
54,JobCat11,married,secondary,m,yes,med,FF,eliminated
40,JobCat9,single,secondary,m,yes,med,FF,eliminated
45,JobCat3,married,primary,m,yes,med,FF,eliminated
27,JobCat9,single,secondary,m,yes,med,FF,eliminated
37,JobCat11,married,secondary,m,yes,med,FF,eliminated
36,JobCat3,married,primary,m,yes,med,FF,eliminated
29,JobCat11,married,secondary,m,yes,med,FF,eliminated
28,JobCat3,married,secondary,m,yes,med,FF,eliminated
30,JobCat3,single,secondary,m,yes,med,FF,eliminated
42,JobCat3,married,secondary,m,yes,med,FF,eliminated
42,JobCat7,married,secondary,m,yes,med,FF,eliminated
28,JobCat3,married,secondary,m,yes,med,FF,eliminated
47,JobCat11,single,primary,m,no,med,FF,eliminated
41,JobCat9,single,tertiary,m,yes,med,FF,eliminated
35,JobCat3,married,primary,m,yes,med,FF,eliminated
35,JobCat3,married,primary,m,yes,med,FF,eliminated
49,JobCat3,married,primary,m,yes,med,FF,eliminated
28,JobCat3,married,secondary,m,yes,med,FF,eliminated
27,JobCat9,married,secondary,m,yes,med,FF,eliminated
41,JobCat7,married,primary,m,yes,med,FF,eliminated
36,JobCat7,married,secondary,m,yes,med,FF,eliminated
30,JobCat10,single,secondary,m,yes,med,FF,eliminated
36,JobCat9,single,secondary,m,yes,med,FF,eliminated
34,JobCat8,married,secondary,m,yes,med,FF,eliminated
46,JobCat3,married,primary,m,yes,med,FF,eliminated
32,JobCat6,married,tertiary,m,yes,low,FF,elected
33,JobCat11,married,secondary,m,yes,med,FF,eliminated
37,JobCat7,divorced,secondary,m,no,med,FF,eliminated
22,JobCat3,married,secondary,m,yes,med,FF,eliminated
30,JobCat7,single,secondary,m,yes,med,FF,eliminated
48,JobCat6,divorced,tertiary,m,yes,med,FF,eliminated
33,JobCat7,married,secondary,m,yes,med,FF,eliminated
52,JobCat11,divorced,secondary,m,yes,med,FF,eliminated
25,JobCat3,single,secondary,m,yes,med,FF,eliminated
54,JobCat8,married,secondary,m,yes,med,FF,eliminated
36,JobCat9,married,secondary,m,yes,med,FF,eliminated
35,JobCat6,single,tertiary,m,yes,med,FF,eliminated
32,JobCat6,married,tertiary,m,yes,med,FF,eliminated
35,JobCat3,married,secondary,m,yes,med,FF,eliminated
28,JobCat3,married,secondary,m,yes,med,FF,eliminated
30,JobCat7,divorced,secondary,m,yes,med,FF,eliminated
27,JobCat6,married,tertiary,m,yes,med,FF,eliminated
41,JobCat11,married,secondary,m,yes,med,FF,eliminated
32,JobCat4,married,primary,m,yes,med,FF,eliminated
37,JobCat9,married,secondary,m,yes,med,FF,eliminated
36,JobCat3,married,secondary,m,yes,med,FF,eliminated
28,JobCat9,married,secondary,m,yes,med,FF,eliminated
29,JobCat9,single,secondary,m,yes,low,FF,eliminated
47,JobCat7,divorced,primary,m,yes,med,FF,eliminated
40,JobCat3,married,secondary,m,yes,med,FF,eliminated
35,JobCat6,married,tertiary,m,yes,med,FF,eliminated
53,JobCat6,married,tertiary,m,yes,med,FF,eliminated
33,JobCat11,married,secondary,m,yes,med,FF,eliminated
32,JobCat9,married,secondary,m,yes,med,FF,eliminated
49,JobCat3,married,secondary,m,yes,med,FF,eliminated
40,JobCat9,married,secondary,m,yes,med,FF,eliminated
27,JobCat7,single,secondary,m,yes,med,FF,eliminated
37,JobCat3,married,secondary,m,yes,med,FF,eliminated
50,JobCat3,married,primary,m,yes,low,FF,elected
42,JobCat3,married,primary,m,yes,med,FF,eliminated
48,JobCat3,married,primary,m,yes,med,FF,eliminated
30,JobCat3,married,secondary,m,yes,med,FF,eliminated
29,JobCat3,married,secondary,m,yes,med,FF,eliminated
34,JobCat3,married,secondary,m,yes,med,FF,eliminated
51,JobCat3,married,secondary,m,yes,low,FF,eliminated
33,JobCat3,married,secondary,m,yes,low,FF,elected
28,JobCat3,single,secondary,m,yes,med,FF,eliminated
53,JobCat9,married,secondary,m,yes,low,FF,elected
35,JobCat9,single,tertiary,m,yes,med,FF,eliminated
46,JobCat7,divorced,secondary,m,yes,med,FF,eliminated
33,JobCat4,single,tertiary,m,yes,med,FF,eliminated
46,JobCat9,married,secondary,m,yes,low,FF,elected
35,JobCat8,single,primary,m,yes,med,FF,eliminated
46,JobCat7,married,secondary,m,yes,med,FF,eliminated
35,JobCat3,single,secondary,m,yes,med,FF,eliminated
36,JobCat11,married,primary,m,yes,med,FF,eliminated
30,JobCat11,married,secondary,m,yes,med,FF,eliminated
29,JobCat3,married,secondary,m,yes,med,FF,eliminated
57,JobCat11,married,primary,m,yes,med,FF,eliminated
56,JobCat10,divorced,secondary,m,yes,med,FF,eliminated
57,JobCat9,married,tertiary,m,yes,med,FF,eliminated
46,JobCat3,married,primary,m,yes,med,FF,eliminated
40,JobCat3,single,secondary,m,yes,med,FF,eliminated
32,JobCat6,single,tertiary,m,yes,med,FF,eliminated
29,JobCat3,single,primary,m,yes,med,FF,eliminated
43,JobCat11,married,secondary,m,yes,med,FF,eliminated
25,JobCat5,single,secondary,m,yes,low,FF,eliminated
53,JobCat11,married,secondary,m,yes,med,FF,eliminated
29,JobCat3,married,secondary,m,yes,low,FF,elected
50,JobCat4,married,tertiary,m,yes,med,FF,eliminated
32,JobCat3,married,primary,m,yes,med,FF,eliminated
43,JobCat7,divorced,secondary,m,yes,med,FF,eliminated
33,JobCat9,single,tertiary,m,no,med,FF,eliminated
29,JobCat6,single,tertiary,m,yes,med,FF,eliminated
33,JobCat3,married,secondary,m,yes,low,FF,eliminated
33,JobCat11,married,secondary,m,yes,med,FF,eliminated
37,JobCat3,married,secondary,m,yes,med,FF,eliminated
48,JobCat7,married,primary,m,yes,med,FF,eliminated
42,JobCat11,married,secondary,m,yes,med,FF,eliminated
48,JobCat7,married,secondary,m,yes,med,FF,eliminated
46,JobCat6,married,tertiary,m,yes,med,FF,eliminated
29,JobCat3,married,primary,m,yes,med,FF,eliminated
32,JobCat1,married,tertiary,m,yes,med,FF,eliminated
32,JobCat3,single,secondary,m,yes,med,FF,eliminated
41,JobCat9,married,tertiary,m,yes,med,FF,eliminated
54,JobCat2,married,secondary,m,yes,med,FF,eliminated
24,JobCat3,single,primary,m,yes,low,FF,elected
43,JobCat3,married,secondary,m,yes,med,FF,eliminated
44,JobCat3,married,secondary,m,yes,med,FF,eliminated
31,JobCat9,single,secondary,m,yes,med,FF,eliminated
41,JobCat11,married,primary,m,yes,med,FF,eliminated
60,JobCat11,married,secondary,m,yes,med,FF,eliminated
35,JobCat7,married,secondary,m,yes,med,FF,eliminated
59,JobCat6,married,tertiary,m,yes,med,FF,eliminated
30,JobCat6,married,tertiary,m,no,med,FF,eliminated
33,JobCat6,married,tertiary,m,yes,med,FF,eliminated
42,JobCat3,married,secondary,m,yes,med,FF,eliminated
43,JobCat3,married,secondary,m,yes,med,FF,eliminated
35,JobCat11,divorced,tertiary,m,yes,med,FF,eliminated
30,JobCat3,married,primary,m,yes,med,FF,eliminated
30,JobCat11,married,secondary,m,yes,med,FF,eliminated
29,JobCat3,married,secondary,m,yes,med,FF,eliminated
31,JobCat3,married,secondary,m,yes,low,FF,eliminated
31,JobCat6,married,tertiary,m,yes,med,FF,eliminated
26,JobCat9,single,tertiary,m,yes,med,FF,eliminated
31,JobCat1,married,tertiary,m,yes,med,FF,eliminated
31,JobCat6,single,tertiary,m,yes,med,FF,eliminated
37,JobCat7,married,secondary,m,yes,med,FF,eliminated
29,JobCat3,single,secondary,m,yes,med,FF,eliminated
46,JobCat6,divorced,secondary,m,yes,med,FF,eliminated
30,JobCat9,married,secondary,m,yes,med,FF,eliminated
30,JobCat11,single,secondary,m,yes,med,FF,eliminated
36,JobCat4,married,secondary,m,yes,med,FF,eliminated
40,JobCat7,married,secondary,m,yes,low,FF,elected
35,JobCat3,single,secondary,m,yes,med,FF,eliminated
45,JobCat10,divorced,primary,m,no,med,FF,eliminated
35,JobCat9,married,secondary,m,yes,med,FF,eliminated
35,JobCat3,married,primary,m,yes,med,FF,eliminated
31,JobCat7,single,secondary,m,yes,med,FF,eliminated
26,JobCat10,married,secondary,m,yes,med,FF,eliminated
44,JobCat3,married,unknown,m,yes,med,FF,eliminated
43,JobCat8,married,secondary,m,no,med,FF,eliminated
36,JobCat3,married,secondary,m,yes,med,FF,eliminated
31,JobCat3,married,secondary,m,yes,med,FF,eliminated
37,JobCat6,single,tertiary,m,yes,med,FF,eliminated
31,JobCat9,married,secondary,m,yes,med,FF,eliminated
35,JobCat6,single,tertiary,m,yes,med,FF,eliminated
33,JobCat3,single,tertiary,m,yes,med,FF,eliminated
30,JobCat3,married,secondary,m,yes,med,FF,eliminated
40,JobCat3,single,primary,m,yes,med,FF,eliminated
58,JobCat7,divorced,secondary,m,yes,med,FF,eliminated
48,JobCat11,single,secondary,m,yes,med,FF,eliminated
31,JobCat3,married,primary,m,yes,med,FF,eliminated
52,JobCat3,married,secondary,m,yes,med,FF,eliminated
60,JobCat2,married,tertiary,m,yes,low,FF,eliminated
46,JobCat3,married,primary,m,yes,med,FF,eliminated
48,JobCat10,married,secondary,m,yes,med,FF,eliminated
40,JobCat6,married,tertiary,m,no,med,FF,eliminated
35,JobCat3,married,secondary,m,yes,med,FF,eliminated
40,JobCat6,single,tertiary,m,yes,low,FF,eliminated
53,JobCat3,married,primary,m,yes,low,FF,eliminated
30,JobCat4,married,tertiary,m,yes,low,FF,eliminated
35,JobCat3,married,secondary,m,yes,med,FF,eliminated
41,JobCat6,married,tertiary,m,yes,med,FF,eliminated
25,JobCat3,single,secondary,m,yes,med,FF,eliminated
26,JobCat9,married,secondary,m,yes,med,FF,eliminated
36,JobCat9,married,secondary,m,yes,med,FF,eliminated
45,JobCat7,married,primary,m,yes,med,FF,eliminated
27,JobCat7,single,secondary,m,yes,med,FF,eliminated
28,JobCat7,single,secondary,m,yes,med,FF,eliminated
33,JobCat3,married,secondary,m,yes,med,FF,eliminated
35,JobCat3,single,secondary,m,yes,med,FF,eliminated
32,JobCat7,married,secondary,m,yes,med,FF,eliminated
32,JobCat6,married,tertiary,m,yes,med,FF,eliminated
32,JobCat7,married,secondary,m,yes,med,FF,eliminated
36,JobCat9,married,tertiary,m,yes,med,FF,eliminated
41,JobCat6,divorced,tertiary,m,no,med,FF,eliminated
30,JobCat9,single,tertiary,m,no,low,FF,elected
45,JobCat11,divorced,primary,m,yes,low,FF,elected
52,JobCat11,married,secondary,m,no,med,FF,eliminated
35,JobCat6,married,tertiary,m,yes,med,FF,eliminated
30,JobCat6,single,tertiary,m,yes,med,FF,eliminated
27,JobCat11,married,secondary,m,yes,med,FF,eliminated
27,JobCat6,married,tertiary,m,yes,low,FF,elected
36,JobCat7,married,secondary,m,yes,low,FF,elected
47,JobCat9,married,secondary,m,yes,med,FF,eliminated
34,JobCat10,single,tertiary,m,no,low,FF,elected
51,JobCat1,married,primary,m,yes,med,FF,eliminated
47,JobCat3,married,secondary,m,yes,low,FF,elected
31,JobCat6,married,tertiary,m,no,low,FF,elected
43,JobCat11,married,tertiary,m,yes,med,FF,eliminated
21,JobCat5,single,secondary,m,no,low,FF,elected
58,JobCat6,divorced,tertiary,m,no,low,FF,elected
34,JobCat6,married,tertiary,m,yes,med,FF,eliminated
42,JobCat3,married,primary,m,yes,med,FF,eliminated
33,JobCat11,married,secondary,m,no,med,FF,eliminated
47,unknown,married,unknown,m,no,med,FF,eliminated
45,JobCat8,married,secondary,m,no,low,FF,elected
34,JobCat9,married,secondary,m,yes,med,FF,eliminated
51,JobCat9,married,tertiary,m,yes,low,FF,elected
23,JobCat6,single,tertiary,m,no,med,FF,eliminated
33,JobCat6,married,tertiary,m,yes,med,FF,eliminated
37,JobCat3,married,secondary,m,yes,med,FF,eliminated
24,JobCat11,single,secondary,m,no,med,FF,eliminated
57,JobCat2,married,tertiary,m,no,med,FF,eliminated
33,JobCat11,single,tertiary,m,no,med,FF,eliminated
57,JobCat11,married,secondary,m,no,low,FF,elected
31,JobCat3,single,unknown,m,yes,med,FF,eliminated
42,JobCat6,married,tertiary,m,yes,med,FF,eliminated
31,JobCat6,married,tertiary,m,no,med,FF,eliminated
24,JobCat11,single,secondary,m,no,low,FF,elected
31,JobCat6,single,tertiary,m,no,med,FF,eliminated
30,JobCat6,single,tertiary,m,no,med,FF,eliminated
23,JobCat11,single,secondary,m,no,low,FF,elected
34,JobCat8,single,tertiary,m,no,med,FF,eliminated
29,JobCat7,single,secondary,m,no,low,FF,elected
29,JobCat6,single,tertiary,m,no,med,FF,eliminated
27,JobCat9,single,secondary,m,no,low,FF,elected
35,JobCat6,married,tertiary,m,no,low,FF,elected
47,JobCat6,single,tertiary,m,no,low,FF,elected
53,JobCat3,married,secondary,m,no,low,FF,elected
23,JobCat5,single,secondary,m,no,low,FF,elected
46,JobCat6,married,tertiary,m,no,med,FF,eliminated
25,JobCat3,single,primary,m,yes,med,FF,eliminated
58,JobCat3,married,unknown,m,no,low,FF,elected
47,JobCat3,married,primary,m,yes,med,FF,eliminated
54,JobCat6,married,unknown,m,yes,med,FF,eliminated
24,JobCat5,single,unknown,m,no,med,FF,eliminated
54,JobCat6,married,tertiary,m,no,med,FF,eliminated
49,JobCat3,married,secondary,m,yes,med,FF,eliminated
47,JobCat3,married,secondary,m,yes,med,FF,eliminated
23,JobCat9,single,secondary,m,yes,med,FF,eliminated
45,JobCat9,married,secondary,m,yes,med,FF,eliminated
31,JobCat3,single,tertiary,m,no,low,FF,elected
29,JobCat6,single,tertiary,m,no,low,FF,elected
30,JobCat9,single,tertiary,m,yes,low,FF,elected
28,JobCat11,single,tertiary,m,no,low,FF,elected
